fi	distancia
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
1.376939110729349E-5	72624.8526320319
