geracao;fi;distancia
169;1.0066845998722667E-5;99335.97872927481;
170;9.731662021230889E-6;102757.37051064553;
171;9.977882552430322E-6;100221.66474152666;
172;1.0174828796651519E-5;98281.75195725108;
173;1.0395169473625081E-5;96198.52783903411;
174;1.0489272189481151E-5;95335.49915911417;
175;9.887457022099448E-6;101138.23986945287;
176;1.0392698192547478E-5;96221.40289969087;
177;1.0098246768751482E-5;99027.0908307024;
178;1.0098246768751482E-5;99027.0908307024;
179;1.0031978839287844E-5;99681.23099340475;
180;1.0410431900085835E-5;96057.4940211419;
181;1.0003176055358105E-5;99968.24953054382;
182;1.0435914379894327E-5;95822.94024245586;
183;1.0917284889972902E-5;91597.86614329912;
184;1.0205484828848355E-5;97986.52555665458;
185;9.94053603669538E-6;100598.19674799335;
186;9.758770406093418E-6;102471.9261122893;
187;9.874160757111138E-6;101274.42975645536;
188;9.961392521428021E-6;100387.57110001368;
189;9.89428147582164E-6;101068.4810659238;
190;9.89428147582164E-6;101068.4810659238;
191;1.000013935659054E-5;99998.60645351459;
192;9.957040517780427E-6;100431.44830176055;
193;9.893429234182743E-6;101077.1873259986;
194;1.0282271947728367E-5;97254.77064637715;
195;1.0085056740063554E-5;99156.60623181563;
196;1.0023093815546293E-5;99769.59394004202;
197;1.0010350080504213E-5;99896.60620836457;
198;9.940092613216143E-6;100602.68439253981;
199;9.803097035793183E-6;102008.57916113533;
200;9.95145581068265E-6;100487.80992691782;
201;1.0149922808061235E-5;98522.91676600571;
202;1.016152565881491E-5;98410.41922012182;
203;1.0196050418009947E-5;98077.19254051892;
204;1.004542361781412E-5;99547.81779701586;
205;9.99457152839496E-6;100054.31420035985;
206;9.936252263948401E-6;100641.56720620806;
207;1.072217179070482E-5;93264.68737116412;
208;9.880922418872044E-6;101205.1261621134;
209;9.696614979727904E-6;103128.77247272748;
210;1.0060008420598639E-5;99403.49532436009;
211;1.0477684024947982E-5;95440.93881996642;
212;1.0005376260210822E-5;99946.26628653434;
213;9.87320591697271E-6;101284.22403111559;
214;9.89789854314211E-6;101031.54681180918;
215;1.0405761800730033E-5;96100.60456408327;
216;1.0484368777263695E-5;95380.08641670356;
217;1.0330694424486295E-5;96798.91388808802;
218;1.0261747640271223E-5;97449.28788499904;
219;1.0586834066890154E-5;94456.944699592;
220;1.0449704696022453E-5;95696.48416769493;
221;1.0013399960086232E-5;99866.17971778172;
222;9.738431130227412E-6;102685.94464831913;
223;1.0529468066749272E-5;94971.55921464575;
224;1.0433277369383932E-5;95847.15948743615;
225;9.977002796374702E-6;100230.50212668732;
226;1.00685048111907E-5;99319.61286729922;
227;1.0178066815294274E-5;98250.48490518161;
228;1.0096696572144129E-5;99042.29495802711;
229;1.0118403099908532E-5;98829.82424460238;
230;1.0063790378572405E-5;99366.13963354974;
231;1.0579178931370268E-5;94525.29411660826;
232;9.995494812187467E-6;100045.07218399073;
233;1.0127413880464953E-5;98741.8912471749;
234;1.01467256566043E-5;98553.96054283975;
235;1.0400207072049947E-5;96151.93169446131;
236;1.0042672760299985E-5;99575.08562393195;
